price,price_liter,title,promotion,brand,container,volumen_unid,quantity_pack,image_url,supermarket
0.45,0.9,DIA RAMBLERS cerveza lager lata 50 cl,No promotion,dia ramblers,lata,50 cl,1,https://s2.dia.es/medias/hcf/h7a/10301272621086.jpg,Dia
0.56,1.7,DIA cerveza negra botella 33 cl ,No promotion,dia,botella,33 cl,1,https://s0.dia.es/medias/hc3/h1f/9497439076382.jpg,Dia
0.89,2.7,1906 cerveza reserva especial lata 33 cl ,No promotion,1906,lata,33 cl,1,https://s3.dia.es/medias/h7b/he0/10347710545950.jpg,Dia
2.19,4.98,GUINNESS cerveza lata 44 cl ,No promotion,guinness,lata,44 cl,1,https://s0.dia.es/medias/h10/hb2/10371661561886.jpg,Dia
0.79,2.39,"HEINEKEN cerveza 0,0% alcohol lata 33 cl ",No promotion,heineken,lata,33 cl,1,https://s0.dia.es/medias/h11/h6d/10368023494686.jpg,Dia
0.64,1.94,"AMSTEL cerveza radler con limón 0,0% alcohol lata 33 cl",No promotion,amstel,lata,33 cl,1,https://s0.dia.es/medias/hb2/hf0/10368053772318.jpg,Dia
0.39,1.18,DIA cerveza radler con limón lata 33 cl,No promotion,dia,lata,33 cl,1,https://s0.dia.es/medias/hd3/h12/9355271274526.jpg,Dia
1.75,1.17,"DIA cerveza 0,0% alcohol pack 6 botellas 25 cl",No promotion,dia,botella,25 cl,6,https://s0.dia.es/medias/hcb/h89/9352993013790.jpg,Dia
2.09,6.33,LA VIRGEN cerveza tostada jamonera botella 33 cl,No promotion,la virgen,botella,33 cl,1,https://s0.dia.es/medias/hf8/h35/9843662454814.jpg,Dia
0.62,1.88,"AMSTEL Oro cerveza tostada 0,0% alcohol lata 33 cl",No promotion,amstel oro,lata,33 cl,1,https://s2.dia.es/medias/h4f/he3/9859383263262.jpg,Dia
0.69,0.21,EL AGUILA cerveza 1900 lata 33 cl,No promotion,el aguila,lata,33 cl,1,https://s3.dia.es/medias/h54/hfd/10368243269662.jpg,Dia
2.1,6.36,AMBAR cerveza ambiciosa nº 10 botella 33 cl,No promotion,ambar,botella,33 cl,1,https://s1.dia.es/medias/h10/h3c/10105141723166.jpg,Dia
0.65,0.65,DIA RAMBLERS cerveza lager botella plástico 1 lt,No promotion,dia ramblers,botella,1 l,1,https://s2.dia.es/medias/he6/hbe/10345847750686.jpg,Dia
1.29,0.65,PEPSI light botella 2 lt,No promotion,pepsi light botella 2 lt,botella, 2 l,1,https://s0.dia.es/medias/h1c/hc2/10182370328606.jpg,Dia
2.29,3.05,SOLELL DE FLIX vino tinto DO Penedés botella 75 cl,No promotion,solell de flix vino tinto do penedés botella 75 cl,botella,75 cl,1,https://s3.dia.es/medias/h76/h86/10371679322142.jpg,Dia
2.69,3.59,BERBERANA SELECCIÓN ORO vino tinto de la tierra de Castila botella 75 cl,No promotion,berberana selección oro vino tinto de la tierra de castila botella 75 cl,botella,75 cl,1,https://s3.dia.es/medias/h08/hc9/10272501301278.jpg,Dia
1.29,1.08,DIA Kids néctar melocotón y plátano pack 6 unidades 200 ml,No promotion,dia kids néctar melocotón y plátano pack 6 unidades 200 ml,No specified,200 ml,6,https://s3.dia.es/medias/h55/h18/8822427975710.png,Dia
0.69,2.09,ESTRELLA GALICIA cerveza especial lata 33 cl,No promotion,estrella galicia,lata,33 cl,1,https://s0.dia.es/medias/hde/h73/10347868684318.jpg,Dia
3.85,5.13,CANALS Y NUBIOLA cava brut botella 75 cl,No promotion,canals y nubiola cava brut botella 75 cl,botella,75 cl,1,https://s3.dia.es/medias/hf8/hb5/9535737921566.jpg,Dia
0.79,2.39,VOLL-DAMM cerveza doble malta lata 33 cl,No promotion,voll-damm,lata,33 cl,1,https://s0.dia.es/medias/h57/hc1/9545995649054.jpg,Dia
0.57,1.73,HEINEKEN cerveza lata 33 cl,No promotion,heineken,lata,33 cl,1,https://s0.dia.es/medias/h68/hcc/9950624743454.jpg,Dia
2.25,3.0,LOS MOLINOS vino tinto crianza DO Valdepeñas botella 75 cl,No promotion,los molinos vino tinto crianza do valdepeñas botella 75 cl,botella,75 cl,1,https://s2.dia.es/medias/he1/hc6/10346047864862.jpg,Dia
0.99,1.32,CASTILLO DE VELASCO vino tinto botella 75 cl,No promotion,castillo de velasco vino tinto botella 75 cl,botella,75 cl,1,https://s3.dia.es/medias/h16/h73/10371678666782.jpg,Dia
0.99,1.32,CASTILLO DE VELASCO vino blanco botella 75 cl,No promotion,castillo de velasco vino blanco botella 75 cl,botella,75 cl,1,https://s3.dia.es/medias/hbf/h83/10371681943582.jpg,Dia
1.69,2.25,VIÑA ARDANCHE vino tinto DO Navarra botella 75 cl,No promotion,viña ardanche vino tinto do navarra botella 75 cl,botella,75 cl,1,https://s0.dia.es/medias/he6/hd1/10371680960542.jpg,Dia
1.69,2.25,VIÑA ARDANCHE vino rosado DO Navarra botella 75 cl,No promotion,viña ardanche vino rosado do navarra botella 75 cl,botella,75 cl,1,https://s1.dia.es/medias/hca/h86/10371681288222.jpg,Dia
2.29,3.05,SEÑORIO DE ONDAS vino tinto  DO Rioja botella 75 cl,No promotion,señorio de ondas vino tinto  do rioja botella 75 cl,botella,75 cl,1,https://s0.dia.es/medias/h40/h95/10358406545438.jpg,Dia
4.79,6.84,MIKANOFF vodka botella 70 cl,No promotion,mikanoff vodka botella 70 cl,botella,70 cl,1,https://s0.dia.es/medias/h98/hab/9524455014430.jpg,Dia
1.49,1.99,CAÑO VIEJO vino tinto DO Jumilla botella 75 cl,No promotion,caño viejo vino tinto do jumilla botella 75 cl,botella,75 cl,1,https://s2.dia.es/medias/h51/h90/10167326933022.jpg,Dia
0.79,0.53,DIA bebida de zumo de manzana botella 1.5 lt,No promotion,dia bebida de zumo de manzana botella 1.5 lt,botella,1.5 l,1,https://s2.dia.es/medias/h27/hcb/9642260922398.jpg,Dia
6.49,6.49,ESTEPA licor de anís dulce botella 1 lt,No promotion,estepa licor de anís dulce botella 1 lt,botella,1 l,1,https://s2.dia.es/medias/h45/haf/8822490365982.png,Dia
1.09,0.55,DIA néctar light naranja envase 2 lt,No promotion,dia néctar light naranja envase 2 lt,No specified, 2 l,1,https://s3.dia.es/medias/h6c/ha8/8822305292318.png,Dia
0.26,0.79,DIA refresco de lima limón lata 33 cl,No promotion,dia refresco de lima limón lata 33 cl,lata,33 cl,1,https://s2.dia.es/medias/h1f/hb2/8822387081246.png,Dia
0.2,0.13,DIA OVIDA agua mineral natural botella 1.5 lt,No promotion,dia ovida agua mineral natural botella 1.5 lt,botella,1.5 l,1,https://s3.dia.es/medias/h69/h38/10335797903390.jpg,Dia
0.47,0.09,DIA OVIDA agua mineral natural botella 5 lt,No promotion,dia ovida agua mineral natural botella 5 lt,botella,5 l,1,https://s3.dia.es/medias/hbd/h3c/10350016987166.jpg,Dia
1.19,1.59,RIBERA DE ALGODOR vino tinto DO Mancha botella 75 cl,No promotion,ribera de algodor vino tinto do mancha botella 75 cl,botella,75 cl,1,https://s0.dia.es/medias/hd6/h05/10167333224478.jpg,Dia
10.85,10.85,DYC whisky botella 1 lt,No promotion,dyc whisky botella 1 lt,botella,1 l,1,https://s2.dia.es/medias/hee/hce/10339761684510.jpg,Dia
